,angularity,filename,empresa,gravel_size,image
1101,"2520,55","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_026,tif",ocs - vsi,4.75 (#4),Image_026.tif
1102,"3237,17","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_027,tif",ocs - vsi,4.75 (#4),Image_027.tif
1103,"4215,28","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_028,tif",ocs - vsi,4.75 (#4),Image_028.tif
1104,"3500,38","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_029,tif",ocs - vsi,4.75 (#4),Image_029.tif
1105,"2429,78","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_030,tif",ocs - vsi,4.75 (#4),Image_030.tif
1106,"3817,02","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_031,tif",ocs - vsi,4.75 (#4),Image_031.tif
1107,"2682,40","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_032,tif",ocs - vsi,4.75 (#4),Image_032.tif
1108,"4635,10","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_033,tif",ocs - vsi,4.75 (#4),Image_033.tif
1109,"3785,58","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_034,tif",ocs - vsi,4.75 (#4),Image_034.tif
1110,"3437,83","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_035,tif",ocs - vsi,4.75 (#4),Image_035.tif
1111,"2456,28","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_036,tif",ocs - vsi,4.75 (#4),Image_036.tif
1112,"4177,97","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_037,tif",ocs - vsi,4.75 (#4),Image_037.tif
1113,"2624,92","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_038,tif",ocs - vsi,4.75 (#4),Image_038.tif
1114,"2413,72","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_039,tif",ocs - vsi,4.75 (#4),Image_039.tif
1115,"2512,90","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_040,tif",ocs - vsi,4.75 (#4),Image_040.tif
1116,"4370,20","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_041,tif",ocs - vsi,4.75 (#4),Image_041.tif
1117,"3367,42","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_042,tif",ocs - vsi,4.75 (#4),Image_042.tif
1118,"3380,68","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_043,tif",ocs - vsi,4.75 (#4),Image_043.tif
1119,"4293,19","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_044,tif",ocs - vsi,4.75 (#4),Image_044.tif
1120,"3763,45","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_045,tif",ocs - vsi,4.75 (#4),Image_045.tif
1121,"4100,54","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_046,tif",ocs - vsi,4.75 (#4),Image_046.tif
1122,"4610,99","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_047,tif",ocs - vsi,4.75 (#4),Image_047.tif
1123,"2652,27","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_048,tif",ocs - vsi,4.75 (#4),Image_048.tif
1124,"2367,98","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_049,tif",ocs - vsi,4.75 (#4),Image_049.tif
1125,"3253,73","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_050,tif",ocs - vsi,4.75 (#4),Image_050.tif
1126,"4310,65","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_051,tif",ocs - vsi,4.75 (#4),Image_051.tif
1127,"2685,05","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_052,tif",ocs - vsi,4.75 (#4),Image_052.tif
1128,"2697,44","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_053,tif",ocs - vsi,4.75 (#4),Image_053.tif
1129,"2353,13","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_054,tif",ocs - vsi,4.75 (#4),Image_054.tif
1130,"2812,50","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_055,tif",ocs - vsi,4.75 (#4),Image_055.tif
1131,"3293,92","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_056,tif",ocs - vsi,4.75 (#4),Image_056.tif
1132,"2060,98","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_057,tif",ocs - vsi,4.75 (#4),Image_057.tif
1133,"2558,04","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_058,tif",ocs - vsi,4.75 (#4),Image_058.tif
1134,"5521,89","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_059,tif",ocs - vsi,4.75 (#4),Image_059.tif
1135,"3000,86","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_060,tif",ocs - vsi,4.75 (#4),Image_060.tif
1136,"3650,79","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_061,tif",ocs - vsi,4.75 (#4),Image_061.tif
1137,"3256,02","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_062,tif",ocs - vsi,4.75 (#4),Image_062.tif
1138,"3181,71","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_063,tif",ocs - vsi,4.75 (#4),Image_063.tif
1139,"3213,49","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_064,tif",ocs - vsi,4.75 (#4),Image_064.tif
1140,"2722,35","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_065,tif",ocs - vsi,4.75 (#4),Image_065.tif
1141,"3433,97","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_066,tif",ocs - vsi,4.75 (#4),Image_066.tif
1142,"2975,42","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_067,tif",ocs - vsi,4.75 (#4),Image_067.tif
1143,"3400,05","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_068,tif",ocs - vsi,4.75 (#4),Image_068.tif
1144,"4241,97","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_069,tif",ocs - vsi,4.75 (#4),Image_069.tif
1145,"3269,69","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_070,tif",ocs - vsi,4.75 (#4),Image_070.tif
1146,"3504,79","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_071,tif",ocs - vsi,4.75 (#4),Image_071.tif
1147,"2509,20","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_072,tif",ocs - vsi,4.75 (#4),Image_072.tif
1148,"2831,11","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_073,tif",ocs - vsi,4.75 (#4),Image_073.tif
1149,"3489,76","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\4,75 (#4)\Angularity\Image_074,tif",ocs - vsi,4.75 (#4),Image_074.tif
1150,3466.22,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_000.tif,ocs - vsi,12.5 (0.50),Image_000.tif
1151,3218.19,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_001.tif,ocs - vsi,12.5 (0.50),Image_001.tif
1152,3162.05,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_002.tif,ocs - vsi,12.5 (0.50),Image_002.tif
1153,3860.79,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_003.tif,ocs - vsi,12.5 (0.50),Image_003.tif
1154,2722.47,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_004.tif,ocs - vsi,12.5 (0.50),Image_004.tif
1155,2740.41,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_005.tif,ocs - vsi,12.5 (0.50),Image_005.tif
1156,2177.24,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_006.tif,ocs - vsi,12.5 (0.50),Image_006.tif
1157,1797.05,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_007.tif,ocs - vsi,12.5 (0.50),Image_007.tif
1158,2634.49,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_008.tif,ocs - vsi,12.5 (0.50),Image_008.tif
1159,2487.2,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_009.tif,ocs - vsi,12.5 (0.50),Image_009.tif
1160,2944.9,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_010.tif,ocs - vsi,12.5 (0.50),Image_010.tif
1161,3073.68,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_011.tif,ocs - vsi,12.5 (0.50),Image_011.tif
1162,3168.84,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_012.tif,ocs - vsi,12.5 (0.50),Image_012.tif
1163,2657.51,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_013.tif,ocs - vsi,12.5 (0.50),Image_013.tif
1164,2353.26,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_014.tif,ocs - vsi,12.5 (0.50),Image_014.tif
1165,2805.66,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_015.tif,ocs - vsi,12.5 (0.50),Image_015.tif
1166,3183.53,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_016.tif,ocs - vsi,12.5 (0.50),Image_016.tif
1167,2500.73,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_017.tif,ocs - vsi,12.5 (0.50),Image_017.tif
1168,2705.08,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_018.tif,ocs - vsi,12.5 (0.50),Image_018.tif
1169,2210.59,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_019.tif,ocs - vsi,12.5 (0.50),Image_019.tif
1170,2276.39,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_020.tif,ocs - vsi,12.5 (0.50),Image_020.tif
1171,2506.91,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_021.tif,ocs - vsi,12.5 (0.50),Image_021.tif
1172,3056.49,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_022.tif,ocs - vsi,12.5 (0.50),Image_022.tif
1173,2687.12,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_023.tif,ocs - vsi,12.5 (0.50),Image_023.tif
1174,2750.29,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_024.tif,ocs - vsi,12.5 (0.50),Image_024.tif
1175,3820.69,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_025.tif,ocs - vsi,12.5 (0.50),Image_025.tif
1176,3432.61,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_026.tif,ocs - vsi,12.5 (0.50),Image_026.tif
1177,2355.37,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_027.tif,ocs - vsi,12.5 (0.50),Image_027.tif
1178,3518.68,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_028.tif,ocs - vsi,12.5 (0.50),Image_028.tif
1179,3907.14,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_029.tif,ocs - vsi,12.5 (0.50),Image_029.tif
1180,3176.11,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_030.tif,ocs - vsi,12.5 (0.50),Image_030.tif
1181,2010.23,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_031.tif,ocs - vsi,12.5 (0.50),Image_031.tif
1182,3882.03,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_032.tif,ocs - vsi,12.5 (0.50),Image_032.tif
1183,2422.06,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_033.tif,ocs - vsi,12.5 (0.50),Image_033.tif
1184,2655.4,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_034.tif,ocs - vsi,12.5 (0.50),Image_034.tif
1185,2647.33,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_035.tif,ocs - vsi,12.5 (0.50),Image_035.tif
1186,2845.13,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_036.tif,ocs - vsi,12.5 (0.50),Image_036.tif
1187,3348.69,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_037.tif,ocs - vsi,12.5 (0.50),Image_037.tif
1188,3337.84,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_038.tif,ocs - vsi,12.5 (0.50),Image_038.tif
1189,3621.03,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_039.tif,ocs - vsi,12.5 (0.50),Image_039.tif
1190,2788.55,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_040.tif,ocs - vsi,12.5 (0.50),Image_040.tif
1191,2436.5,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_041.tif,ocs - vsi,12.5 (0.50),Image_041.tif
1192,2819.66,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_042.tif,ocs - vsi,12.5 (0.50),Image_042.tif
1193,3349.74,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_043.tif,ocs - vsi,12.5 (0.50),Image_043.tif
1194,2456.22,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_044.tif,ocs - vsi,12.5 (0.50),Image_044.tif
1195,3720.67,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_045.tif,ocs - vsi,12.5 (0.50),Image_045.tif
1196,5783.2,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_046.tif,ocs - vsi,12.5 (0.50),Image_046.tif
1197,3973.03,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_047.tif,ocs - vsi,12.5 (0.50),Image_047.tif
1198,3431.0,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_048.tif,ocs - vsi,12.5 (0.50),Image_048.tif
1199,3566.71,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_049.tif,ocs - vsi,12.5 (0.50),Image_049.tif
1200,3035.28,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_050.tif,ocs - vsi,12.5 (0.50),Image_050.tif
1201,3518.12,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_051.tif,ocs - vsi,12.5 (0.50),Image_051.tif
1202,3223.72,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_052.tif,ocs - vsi,12.5 (0.50),Image_052.tif
1203,2954.69,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_053.tif,ocs - vsi,12.5 (0.50),Image_053.tif
1204,3480.93,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_054.tif,ocs - vsi,12.5 (0.50),Image_054.tif
1205,2139.09,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_055.tif,ocs - vsi,12.5 (0.50),Image_055.tif
1206,2562.08,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_056.tif,ocs - vsi,12.5 (0.50),Image_056.tif
1207,2568.02,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_057.tif,ocs - vsi,12.5 (0.50),Image_057.tif
1208,2227.86,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_058.tif,ocs - vsi,12.5 (0.50),Image_058.tif
1209,2930.46,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_059.tif,ocs - vsi,12.5 (0.50),Image_059.tif
1210,2951.68,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_060.tif,ocs - vsi,12.5 (0.50),Image_060.tif
1211,2709.73,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_061.tif,ocs - vsi,12.5 (0.50),Image_061.tif
1212,2653.5,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_062.tif,ocs - vsi,12.5 (0.50),Image_062.tif
1213,3187.46,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_063.tif,ocs - vsi,12.5 (0.50),Image_063.tif
1214,3592.88,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_064.tif,ocs - vsi,12.5 (0.50),Image_064.tif
1215,3005.2,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_065.tif,ocs - vsi,12.5 (0.50),Image_065.tif
1216,3498.03,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_066.tif,ocs - vsi,12.5 (0.50),Image_066.tif
1217,2565.95,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_067.tif,ocs - vsi,12.5 (0.50),Image_067.tif
1218,2497.2,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_068.tif,ocs - vsi,12.5 (0.50),Image_068.tif
1219,3391.97,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_069.tif,ocs - vsi,12.5 (0.50),Image_069.tif
1220,2693.99,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_070.tif,ocs - vsi,12.5 (0.50),Image_070.tif
1221,2403.24,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_071.tif,ocs - vsi,12.5 (0.50),Image_071.tif
1222,3006.58,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_072.tif,ocs - vsi,12.5 (0.50),Image_072.tif
1223,3563.45,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_073.tif,ocs - vsi,12.5 (0.50),Image_073.tif
1224,3433.18,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS VSI\OCS VSI\12.5 (0.50)\Angularity\Image_074.tif,ocs - vsi,12.5 (0.50),Image_074.tif
1225,3959.46,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_000.tif,tecbrita,19.0 (0.75),Image_000.tif
1226,3413.62,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_001.tif,tecbrita,19.0 (0.75),Image_001.tif
1227,2945.43,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_002.tif,tecbrita,19.0 (0.75),Image_002.tif
1228,2423.95,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_003.tif,tecbrita,19.0 (0.75),Image_003.tif
1229,2809.35,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_004.tif,tecbrita,19.0 (0.75),Image_004.tif
1230,3432.21,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_005.tif,tecbrita,19.0 (0.75),Image_005.tif
1231,2341.58,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_006.tif,tecbrita,19.0 (0.75),Image_006.tif
1232,1885.81,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_007.tif,tecbrita,19.0 (0.75),Image_007.tif
1233,3656.34,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_008.tif,tecbrita,19.0 (0.75),Image_008.tif
1234,2647.79,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_009.tif,tecbrita,19.0 (0.75),Image_009.tif
1235,2141.2,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_010.tif,tecbrita,19.0 (0.75),Image_010.tif
1236,2747.82,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_011.tif,tecbrita,19.0 (0.75),Image_011.tif
1237,2248.83,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_012.tif,tecbrita,19.0 (0.75),Image_012.tif
1238,2573.98,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_013.tif,tecbrita,19.0 (0.75),Image_013.tif
1239,2301.75,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_014.tif,tecbrita,19.0 (0.75),Image_014.tif
1240,1548.3,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_015.tif,tecbrita,19.0 (0.75),Image_015.tif
1241,2219.16,C:\Documents and Settings\Pine\Desktop\Lara\Tecbrita\Tecbrita\19.0 (0.75)\Angularity\Image_016.tif,tecbrita,19.0 (0.75),Image_016.tif
