,texture,filename,empresa,gravel_size,image
152,1039.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_002.tif,britacet 3,12.5 (0.50),Image_002.tif
153,937.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_003.tif,britacet 3,12.5 (0.50),Image_003.tif
154,239.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_004.tif,britacet 3,12.5 (0.50),Image_004.tif
155,777.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_005.tif,britacet 3,12.5 (0.50),Image_005.tif
156,1284.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_006.tif,britacet 3,12.5 (0.50),Image_006.tif
157,1012.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_007.tif,britacet 3,12.5 (0.50),Image_007.tif
158,1249.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_008.tif,britacet 3,12.5 (0.50),Image_008.tif
159,653.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_009.tif,britacet 3,12.5 (0.50),Image_009.tif
160,875.7,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_010.tif,britacet 3,12.5 (0.50),Image_010.tif
161,885.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_011.tif,britacet 3,12.5 (0.50),Image_011.tif
162,943.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_012.tif,britacet 3,12.5 (0.50),Image_012.tif
163,469.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_013.tif,britacet 3,12.5 (0.50),Image_013.tif
164,305.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_014.tif,britacet 3,12.5 (0.50),Image_014.tif
165,713.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_015.tif,britacet 3,12.5 (0.50),Image_015.tif
166,592.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_016.tif,britacet 3,12.5 (0.50),Image_016.tif
167,185.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_017.tif,britacet 3,12.5 (0.50),Image_017.tif
168,776.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_018.tif,britacet 3,12.5 (0.50),Image_018.tif
169,730.7,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_019.tif,britacet 3,12.5 (0.50),Image_019.tif
170,830.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_020.tif,britacet 3,12.5 (0.50),Image_020.tif
171,825.3,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_021.tif,britacet 3,12.5 (0.50),Image_021.tif
172,600.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_022.tif,britacet 3,12.5 (0.50),Image_022.tif
173,693.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_023.tif,britacet 3,12.5 (0.50),Image_023.tif
174,205.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_024.tif,britacet 3,12.5 (0.50),Image_024.tif
175,1234.3,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_025.tif,britacet 3,12.5 (0.50),Image_025.tif
176,820.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_026.tif,britacet 3,12.5 (0.50),Image_026.tif
177,1041.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_027.tif,britacet 3,12.5 (0.50),Image_027.tif
178,183.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_028.tif,britacet 3,12.5 (0.50),Image_028.tif
179,664.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_029.tif,britacet 3,12.5 (0.50),Image_029.tif
180,598.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_030.tif,britacet 3,12.5 (0.50),Image_030.tif
181,788.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_031.tif,britacet 3,12.5 (0.50),Image_031.tif
182,551.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_032.tif,britacet 3,12.5 (0.50),Image_032.tif
183,622.7,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_033.tif,britacet 3,12.5 (0.50),Image_033.tif
184,654.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_034.tif,britacet 3,12.5 (0.50),Image_034.tif
185,181.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_035.tif,britacet 3,12.5 (0.50),Image_035.tif
186,1257.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_036.tif,britacet 3,12.5 (0.50),Image_036.tif
187,783.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_037.tif,britacet 3,12.5 (0.50),Image_037.tif
188,752.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_038.tif,britacet 3,12.5 (0.50),Image_038.tif
189,607.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_039.tif,britacet 3,12.5 (0.50),Image_039.tif
190,944.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_040.tif,britacet 3,12.5 (0.50),Image_040.tif
191,1002.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_041.tif,britacet 3,12.5 (0.50),Image_041.tif
192,1099.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_042.tif,britacet 3,12.5 (0.50),Image_042.tif
193,1142.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_043.tif,britacet 3,12.5 (0.50),Image_043.tif
194,926.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_044.tif,britacet 3,12.5 (0.50),Image_044.tif
195,443.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_045.tif,britacet 3,12.5 (0.50),Image_045.tif
196,874.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_046.tif,britacet 3,12.5 (0.50),Image_046.tif
197,788.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_047.tif,britacet 3,12.5 (0.50),Image_047.tif
198,1301.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_048.tif,britacet 3,12.5 (0.50),Image_048.tif
199,1195.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_049.tif,britacet 3,12.5 (0.50),Image_049.tif
200,266.5,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_000.tif,ocs - pilhapulmão,19.0 (0.75),Image_000.tif
201,303.4,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_001.tif,ocs - pilhapulmão,19.0 (0.75),Image_001.tif
202,296.0,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_002.tif,ocs - pilhapulmão,19.0 (0.75),Image_002.tif
203,223.5,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_003.tif,ocs - pilhapulmão,19.0 (0.75),Image_003.tif
204,359.8,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_004.tif,ocs - pilhapulmão,19.0 (0.75),Image_004.tif
205,552.7,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_005.tif,ocs - pilhapulmão,19.0 (0.75),Image_005.tif
206,343.9,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_006.tif,ocs - pilhapulmão,19.0 (0.75),Image_006.tif
207,436.0,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_007.tif,ocs - pilhapulmão,19.0 (0.75),Image_007.tif
208,546.5,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_008.tif,ocs - pilhapulmão,19.0 (0.75),Image_008.tif
209,448.3,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_009.tif,ocs - pilhapulmão,19.0 (0.75),Image_009.tif
210,339.0,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_010.tif,ocs - pilhapulmão,19.0 (0.75),Image_010.tif
211,551.4,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_011.tif,ocs - pilhapulmão,19.0 (0.75),Image_011.tif
212,307.0,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_012.tif,ocs - pilhapulmão,19.0 (0.75),Image_012.tif
213,480.2,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_013.tif,ocs - pilhapulmão,19.0 (0.75),Image_013.tif
214,350.0,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_014.tif,ocs - pilhapulmão,19.0 (0.75),Image_014.tif
215,286.2,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_015.tif,ocs - pilhapulmão,19.0 (0.75),Image_015.tif
216,248.1,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_016.tif,ocs - pilhapulmão,19.0 (0.75),Image_016.tif
217,697.6,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_017.tif,ocs - pilhapulmão,19.0 (0.75),Image_017.tif
218,273.9,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_018.tif,ocs - pilhapulmão,19.0 (0.75),Image_018.tif
219,417.6,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_019.tif,ocs - pilhapulmão,19.0 (0.75),Image_019.tif
220,566.2,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_020.tif,ocs - pilhapulmão,19.0 (0.75),Image_020.tif
221,208.8,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_021.tif,ocs - pilhapulmão,19.0 (0.75),Image_021.tif
222,465.5,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_022.tif,ocs - pilhapulmão,19.0 (0.75),Image_022.tif
223,395.5,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_023.tif,ocs - pilhapulmão,19.0 (0.75),Image_023.tif
224,610.4,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_024.tif,ocs - pilhapulmão,19.0 (0.75),Image_024.tif
225,503.5,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_025.tif,ocs - pilhapulmão,19.0 (0.75),Image_025.tif
226,520.7,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_026.tif,ocs - pilhapulmão,19.0 (0.75),Image_026.tif
227,292.3,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_027.tif,ocs - pilhapulmão,19.0 (0.75),Image_027.tif
228,466.7,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_028.tif,ocs - pilhapulmão,19.0 (0.75),Image_028.tif
229,524.4,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_029.tif,ocs - pilhapulmão,19.0 (0.75),Image_029.tif
230,335.3,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_030.tif,ocs - pilhapulmão,19.0 (0.75),Image_030.tif
231,305.8,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_031.tif,ocs - pilhapulmão,19.0 (0.75),Image_031.tif
232,284.9,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_032.tif,ocs - pilhapulmão,19.0 (0.75),Image_032.tif
233,219.8,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_033.tif,ocs - pilhapulmão,19.0 (0.75),Image_033.tif
234,494.9,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_034.tif,ocs - pilhapulmão,19.0 (0.75),Image_034.tif
235,250.5,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_035.tif,ocs - pilhapulmão,19.0 (0.75),Image_035.tif
236,405.3,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_036.tif,ocs - pilhapulmão,19.0 (0.75),Image_036.tif
237,218.6,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_037.tif,ocs - pilhapulmão,19.0 (0.75),Image_037.tif
238,289.8,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_038.tif,ocs - pilhapulmão,19.0 (0.75),Image_038.tif
239,429.9,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_039.tif,ocs - pilhapulmão,19.0 (0.75),Image_039.tif
240,296.0,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_040.tif,ocs - pilhapulmão,19.0 (0.75),Image_040.tif
241,352.5,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_041.tif,ocs - pilhapulmão,19.0 (0.75),Image_041.tif
242,513.4,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_042.tif,ocs - pilhapulmão,19.0 (0.75),Image_042.tif
243,416.3,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_043.tif,ocs - pilhapulmão,19.0 (0.75),Image_043.tif
244,309.5,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_044.tif,ocs - pilhapulmão,19.0 (0.75),Image_044.tif
245,379.5,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_045.tif,ocs - pilhapulmão,19.0 (0.75),Image_045.tif
246,259.1,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_046.tif,ocs - pilhapulmão,19.0 (0.75),Image_046.tif
247,400.4,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_047.tif,ocs - pilhapulmão,19.0 (0.75),Image_047.tif
248,493.7,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_048.tif,ocs - pilhapulmão,19.0 (0.75),Image_048.tif
249,406.5,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_049.tif,ocs - pilhapulmão,19.0 (0.75),Image_049.tif
250,309.5,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_050.tif,ocs - pilhapulmão,19.0 (0.75),Image_050.tif
251,373.4,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_051.tif,ocs - pilhapulmão,19.0 (0.75),Image_051.tif
252,378.3,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_052.tif,ocs - pilhapulmão,19.0 (0.75),Image_052.tif
253,346.3,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_053.tif,ocs - pilhapulmão,19.0 (0.75),Image_053.tif
254,234.6,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_054.tif,ocs - pilhapulmão,19.0 (0.75),Image_054.tif
255,323.0,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_055.tif,ocs - pilhapulmão,19.0 (0.75),Image_055.tif
256,397.9,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_056.tif,ocs - pilhapulmão,19.0 (0.75),Image_056.tif
257,440.9,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_057.tif,ocs - pilhapulmão,19.0 (0.75),Image_057.tif
258,510.9,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_058.tif,ocs - pilhapulmão,19.0 (0.75),Image_058.tif
259,369.7,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_059.tif,ocs - pilhapulmão,19.0 (0.75),Image_059.tif
260,253.0,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_060.tif,ocs - pilhapulmão,19.0 (0.75),Image_060.tif
261,283.7,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_061.tif,ocs - pilhapulmão,19.0 (0.75),Image_061.tif
262,368.4,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_062.tif,ocs - pilhapulmão,19.0 (0.75),Image_062.tif
263,323.0,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_063.tif,ocs - pilhapulmão,19.0 (0.75),Image_063.tif
264,359.8,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_064.tif,ocs - pilhapulmão,19.0 (0.75),Image_064.tif
265,369.7,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_065.tif,ocs - pilhapulmão,19.0 (0.75),Image_065.tif
266,362.3,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_066.tif,ocs - pilhapulmão,19.0 (0.75),Image_066.tif
267,348.8,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_067.tif,ocs - pilhapulmão,19.0 (0.75),Image_067.tif
268,510.9,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_068.tif,ocs - pilhapulmão,19.0 (0.75),Image_068.tif
269,485.1,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_069.tif,ocs - pilhapulmão,19.0 (0.75),Image_069.tif
270,382.0,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_070.tif,ocs - pilhapulmão,19.0 (0.75),Image_070.tif
271,401.6,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_071.tif,ocs - pilhapulmão,19.0 (0.75),Image_071.tif
272,367.2,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_072.tif,ocs - pilhapulmão,19.0 (0.75),Image_072.tif
273,367.2,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_073.tif,ocs - pilhapulmão,19.0 (0.75),Image_073.tif
274,650.9,C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\19.0 (0.75)\Texture\Image_074.tif,ocs - pilhapulmão,19.0 (0.75),Image_074.tif
275,"300,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_000,tif",ocs - pilhapulmão,4.75 (#4),Image_000.tif
276,"436,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_001,tif",ocs - pilhapulmão,4.75 (#4),Image_001.tif
277,"494,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_002,tif",ocs - pilhapulmão,4.75 (#4),Image_002.tif
278,"294,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_003,tif",ocs - pilhapulmão,4.75 (#4),Image_003.tif
279,"275,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_004,tif",ocs - pilhapulmão,4.75 (#4),Image_004.tif
280,"362,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_005,tif",ocs - pilhapulmão,4.75 (#4),Image_005.tif
281,"374,6","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_006,tif",ocs - pilhapulmão,4.75 (#4),Image_006.tif
282,"163,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_007,tif",ocs - pilhapulmão,4.75 (#4),Image_007.tif
283,"244,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_008,tif",ocs - pilhapulmão,4.75 (#4),Image_008.tif
284,"243,2","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_009,tif",ocs - pilhapulmão,4.75 (#4),Image_009.tif
285,"354,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_010,tif",ocs - pilhapulmão,4.75 (#4),Image_010.tif
286,"152,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_011,tif",ocs - pilhapulmão,4.75 (#4),Image_011.tif
287,"406,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_012,tif",ocs - pilhapulmão,4.75 (#4),Image_012.tif
288,"208,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_013,tif",ocs - pilhapulmão,4.75 (#4),Image_013.tif
289,"396,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_014,tif",ocs - pilhapulmão,4.75 (#4),Image_014.tif
290,"92,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_015,tif",ocs - pilhapulmão,4.75 (#4),Image_015.tif
291,"379,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_016,tif",ocs - pilhapulmão,4.75 (#4),Image_016.tif
292,"291,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_017,tif",ocs - pilhapulmão,4.75 (#4),Image_017.tif
293,"400,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_018,tif",ocs - pilhapulmão,4.75 (#4),Image_018.tif
