,texture,filename,empresa,gravel_size,image
315,"305,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_040,tif",ocs - pilhapulmão,4.75 (#4),Image_040.tif
316,"257,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_041,tif",ocs - pilhapulmão,4.75 (#4),Image_041.tif
317,"498,6","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_042,tif",ocs - pilhapulmão,4.75 (#4),Image_042.tif
318,"472,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_043,tif",ocs - pilhapulmão,4.75 (#4),Image_043.tif
319,"293,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_044,tif",ocs - pilhapulmão,4.75 (#4),Image_044.tif
320,"272,6","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_045,tif",ocs - pilhapulmão,4.75 (#4),Image_045.tif
321,"444,6","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_046,tif",ocs - pilhapulmão,4.75 (#4),Image_046.tif
322,"271,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_047,tif",ocs - pilhapulmão,4.75 (#4),Image_047.tif
323,"286,2","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_048,tif",ocs - pilhapulmão,4.75 (#4),Image_048.tif
324,"210,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_049,tif",ocs - pilhapulmão,4.75 (#4),Image_049.tif
325,"153,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_050,tif",ocs - pilhapulmão,4.75 (#4),Image_050.tif
326,"138,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_051,tif",ocs - pilhapulmão,4.75 (#4),Image_051.tif
327,"237,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_052,tif",ocs - pilhapulmão,4.75 (#4),Image_052.tif
328,"341,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_053,tif",ocs - pilhapulmão,4.75 (#4),Image_053.tif
329,"336,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_054,tif",ocs - pilhapulmão,4.75 (#4),Image_054.tif
330,"289,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_055,tif",ocs - pilhapulmão,4.75 (#4),Image_055.tif
331,"471,6","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_056,tif",ocs - pilhapulmão,4.75 (#4),Image_056.tif
332,"169,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_057,tif",ocs - pilhapulmão,4.75 (#4),Image_057.tif
333,"25,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_058,tif",ocs - pilhapulmão,4.75 (#4),Image_058.tif
334,"265,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_059,tif",ocs - pilhapulmão,4.75 (#4),Image_059.tif
335,"233,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_060,tif",ocs - pilhapulmão,4.75 (#4),Image_060.tif
336,"257,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_061,tif",ocs - pilhapulmão,4.75 (#4),Image_061.tif
337,"464,2","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_062,tif",ocs - pilhapulmão,4.75 (#4),Image_062.tif
338,"186,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_063,tif",ocs - pilhapulmão,4.75 (#4),Image_063.tif
339,"327,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_064,tif",ocs - pilhapulmão,4.75 (#4),Image_064.tif
340,"407,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_065,tif",ocs - pilhapulmão,4.75 (#4),Image_065.tif
341,"174,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_066,tif",ocs - pilhapulmão,4.75 (#4),Image_066.tif
342,"549,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_067,tif",ocs - pilhapulmão,4.75 (#4),Image_067.tif
343,"332,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_068,tif",ocs - pilhapulmão,4.75 (#4),Image_068.tif
344,"299,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_069,tif",ocs - pilhapulmão,4.75 (#4),Image_069.tif
345,"482,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_070,tif",ocs - pilhapulmão,4.75 (#4),Image_070.tif
346,"372,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_071,tif",ocs - pilhapulmão,4.75 (#4),Image_071.tif
347,"248,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_072,tif",ocs - pilhapulmão,4.75 (#4),Image_072.tif
348,"154,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_073,tif",ocs - pilhapulmão,4.75 (#4),Image_073.tif
349,"343,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Texture\Image_074,tif",ocs - pilhapulmão,4.75 (#4),Image_074.tif
350,"256,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_000,tif",ocs - pilhapulmão,9.5 (0.375),Image_000.tif
351,"234,6","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_001,tif",ocs - pilhapulmão,9.5 (0.375),Image_001.tif
352,"251,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_002,tif",ocs - pilhapulmão,9.5 (0.375),Image_002.tif
353,"496,2","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_003,tif",ocs - pilhapulmão,9.5 (0.375),Image_003.tif
354,"341,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_004,tif",ocs - pilhapulmão,9.5 (0.375),Image_004.tif
355,"339,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_005,tif",ocs - pilhapulmão,9.5 (0.375),Image_005.tif
356,"273,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_006,tif",ocs - pilhapulmão,9.5 (0.375),Image_006.tif
357,"477,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_007,tif",ocs - pilhapulmão,9.5 (0.375),Image_007.tif
358,"357,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_008,tif",ocs - pilhapulmão,9.5 (0.375),Image_008.tif
359,"223,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_009,tif",ocs - pilhapulmão,9.5 (0.375),Image_009.tif
360,"299,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_010,tif",ocs - pilhapulmão,9.5 (0.375),Image_010.tif
361,"458,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_011,tif",ocs - pilhapulmão,9.5 (0.375),Image_011.tif
362,"329,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_012,tif",ocs - pilhapulmão,9.5 (0.375),Image_012.tif
363,"378,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_013,tif",ocs - pilhapulmão,9.5 (0.375),Image_013.tif
364,"496,2","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_014,tif",ocs - pilhapulmão,9.5 (0.375),Image_014.tif
365,"340,2","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_015,tif",ocs - pilhapulmão,9.5 (0.375),Image_015.tif
366,"456,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_016,tif",ocs - pilhapulmão,9.5 (0.375),Image_016.tif
367,"373,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_017,tif",ocs - pilhapulmão,9.5 (0.375),Image_017.tif
368,"240,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_018,tif",ocs - pilhapulmão,9.5 (0.375),Image_018.tif
369,"310,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_019,tif",ocs - pilhapulmão,9.5 (0.375),Image_019.tif
370,"443,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_020,tif",ocs - pilhapulmão,9.5 (0.375),Image_020.tif
371,"308,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_021,tif",ocs - pilhapulmão,9.5 (0.375),Image_021.tif
372,"146,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_022,tif",ocs - pilhapulmão,9.5 (0.375),Image_022.tif
373,"454,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_023,tif",ocs - pilhapulmão,9.5 (0.375),Image_023.tif
374,"524,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_024,tif",ocs - pilhapulmão,9.5 (0.375),Image_024.tif
375,"483,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_025,tif",ocs - pilhapulmão,9.5 (0.375),Image_025.tif
376,"205,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_026,tif",ocs - pilhapulmão,9.5 (0.375),Image_026.tif
377,"603,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_027,tif",ocs - pilhapulmão,9.5 (0.375),Image_027.tif
378,"496,2","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_028,tif",ocs - pilhapulmão,9.5 (0.375),Image_028.tif
379,"244,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_029,tif",ocs - pilhapulmão,9.5 (0.375),Image_029.tif
380,"393,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_030,tif",ocs - pilhapulmão,9.5 (0.375),Image_030.tif
381,"369,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_031,tif",ocs - pilhapulmão,9.5 (0.375),Image_031.tif
382,"659,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_032,tif",ocs - pilhapulmão,9.5 (0.375),Image_032.tif
383,"593,2","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_033,tif",ocs - pilhapulmão,9.5 (0.375),Image_033.tif
384,"337,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_034,tif",ocs - pilhapulmão,9.5 (0.375),Image_034.tif
385,"566,2","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_035,tif",ocs - pilhapulmão,9.5 (0.375),Image_035.tif
386,"482,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_036,tif",ocs - pilhapulmão,9.5 (0.375),Image_036.tif
387,"179,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_037,tif",ocs - pilhapulmão,9.5 (0.375),Image_037.tif
388,"201,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_038,tif",ocs - pilhapulmão,9.5 (0.375),Image_038.tif
389,"455,6","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_039,tif",ocs - pilhapulmão,9.5 (0.375),Image_039.tif
390,"501,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_040,tif",ocs - pilhapulmão,9.5 (0.375),Image_040.tif
391,"230,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_041,tif",ocs - pilhapulmão,9.5 (0.375),Image_041.tif
392,"326,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_042,tif",ocs - pilhapulmão,9.5 (0.375),Image_042.tif
393,"396,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_043,tif",ocs - pilhapulmão,9.5 (0.375),Image_043.tif
394,"228,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_044,tif",ocs - pilhapulmão,9.5 (0.375),Image_044.tif
395,"373,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_045,tif",ocs - pilhapulmão,9.5 (0.375),Image_045.tif
396,"432,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_046,tif",ocs - pilhapulmão,9.5 (0.375),Image_046.tif
397,"388,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_047,tif",ocs - pilhapulmão,9.5 (0.375),Image_047.tif
398,"230,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_048,tif",ocs - pilhapulmão,9.5 (0.375),Image_048.tif
399,"352,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_049,tif",ocs - pilhapulmão,9.5 (0.375),Image_049.tif
400,"248,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_050,tif",ocs - pilhapulmão,9.5 (0.375),Image_050.tif
401,"677,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_051,tif",ocs - pilhapulmão,9.5 (0.375),Image_051.tif
402,"434,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_052,tif",ocs - pilhapulmão,9.5 (0.375),Image_052.tif
403,"267,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_053,tif",ocs - pilhapulmão,9.5 (0.375),Image_053.tif
404,"486,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_054,tif",ocs - pilhapulmão,9.5 (0.375),Image_054.tif
405,"270,2","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_055,tif",ocs - pilhapulmão,9.5 (0.375),Image_055.tif
406,"417,6","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_056,tif",ocs - pilhapulmão,9.5 (0.375),Image_056.tif
407,"582,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_057,tif",ocs - pilhapulmão,9.5 (0.375),Image_057.tif
408,"340,2","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_058,tif",ocs - pilhapulmão,9.5 (0.375),Image_058.tif
409,"196,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_059,tif",ocs - pilhapulmão,9.5 (0.375),Image_059.tif
410,"423,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_060,tif",ocs - pilhapulmão,9.5 (0.375),Image_060.tif
411,"461,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_061,tif",ocs - pilhapulmão,9.5 (0.375),Image_061.tif
412,"476,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_062,tif",ocs - pilhapulmão,9.5 (0.375),Image_062.tif
413,"406,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_063,tif",ocs - pilhapulmão,9.5 (0.375),Image_063.tif
414,"463,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_064,tif",ocs - pilhapulmão,9.5 (0.375),Image_064.tif
415,"178,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_065,tif",ocs - pilhapulmão,9.5 (0.375),Image_065.tif
416,"318,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_066,tif",ocs - pilhapulmão,9.5 (0.375),Image_066.tif
417,"245,6","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_067,tif",ocs - pilhapulmão,9.5 (0.375),Image_067.tif
418,"416,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_068,tif",ocs - pilhapulmão,9.5 (0.375),Image_068.tif
419,"456,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_069,tif",ocs - pilhapulmão,9.5 (0.375),Image_069.tif
420,"431,1","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_070,tif",ocs - pilhapulmão,9.5 (0.375),Image_070.tif
421,"269,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_071,tif",ocs - pilhapulmão,9.5 (0.375),Image_071.tif
422,"434,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_072,tif",ocs - pilhapulmão,9.5 (0.375),Image_072.tif
423,"644,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_073,tif",ocs - pilhapulmão,9.5 (0.375),Image_073.tif
424,"396,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Texture\Image_074,tif",ocs - pilhapulmão,9.5 (0.375),Image_074.tif
425,"429,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_000,tif",ocs - pilhapulmão,12.5 (0.50),Image_000.tif
426,"525,6","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_001,tif",ocs - pilhapulmão,12.5 (0.50),Image_001.tif
427,"307,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_002,tif",ocs - pilhapulmão,12.5 (0.50),Image_002.tif
428,"346,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_003,tif",ocs - pilhapulmão,12.5 (0.50),Image_003.tif
429,"300,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_004,tif",ocs - pilhapulmão,12.5 (0.50),Image_004.tif
430,"546,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_005,tif",ocs - pilhapulmão,12.5 (0.50),Image_005.tif
431,"254,2","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_006,tif",ocs - pilhapulmão,12.5 (0.50),Image_006.tif
432,"219,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_007,tif",ocs - pilhapulmão,12.5 (0.50),Image_007.tif
433,"269,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_008,tif",ocs - pilhapulmão,12.5 (0.50),Image_008.tif
434,"235,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_009,tif",ocs - pilhapulmão,12.5 (0.50),Image_009.tif
435,"562,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_010,tif",ocs - pilhapulmão,12.5 (0.50),Image_010.tif
436,"405,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_011,tif",ocs - pilhapulmão,12.5 (0.50),Image_011.tif
437,"350,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_012,tif",ocs - pilhapulmão,12.5 (0.50),Image_012.tif
438,"346,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_013,tif",ocs - pilhapulmão,12.5 (0.50),Image_013.tif
439,"506,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_014,tif",ocs - pilhapulmão,12.5 (0.50),Image_014.tif
440,"366,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_015,tif",ocs - pilhapulmão,12.5 (0.50),Image_015.tif
441,"181,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_016,tif",ocs - pilhapulmão,12.5 (0.50),Image_016.tif
442,"337,7","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_017,tif",ocs - pilhapulmão,12.5 (0.50),Image_017.tif
443,"592,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_018,tif",ocs - pilhapulmão,12.5 (0.50),Image_018.tif
444,"470,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_019,tif",ocs - pilhapulmão,12.5 (0.50),Image_019.tif
445,"440,9","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_020,tif",ocs - pilhapulmão,12.5 (0.50),Image_020.tif
446,"541,6","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_021,tif",ocs - pilhapulmão,12.5 (0.50),Image_021.tif
447,"588,3","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_022,tif",ocs - pilhapulmão,12.5 (0.50),Image_022.tif
448,"260,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_023,tif",ocs - pilhapulmão,12.5 (0.50),Image_023.tif
449,"426,2","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_024,tif",ocs - pilhapulmão,12.5 (0.50),Image_024.tif
450,"476,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_025,tif",ocs - pilhapulmão,12.5 (0.50),Image_025.tif
451,"223,5","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_026,tif",ocs - pilhapulmão,12.5 (0.50),Image_026.tif
452,"287,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_027,tif",ocs - pilhapulmão,12.5 (0.50),Image_027.tif
453,"434,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_028,tif",ocs - pilhapulmão,12.5 (0.50),Image_028.tif
454,"434,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_029,tif",ocs - pilhapulmão,12.5 (0.50),Image_029.tif
455,"359,8","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_030,tif",ocs - pilhapulmão,12.5 (0.50),Image_030.tif
456,"271,4","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_031,tif",ocs - pilhapulmão,12.5 (0.50),Image_031.tif
457,"245,6","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_032,tif",ocs - pilhapulmão,12.5 (0.50),Image_032.tif
458,"539,2","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_033,tif",ocs - pilhapulmão,12.5 (0.50),Image_033.tif
459,"409,0","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_034,tif",ocs - pilhapulmão,12.5 (0.50),Image_034.tif
460,"272,6","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Texture\Image_035,tif",ocs - pilhapulmão,12.5 (0.50),Image_035.tif
